record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
150,duplicate_format,TEMPLATE__DOCUMENT_MAP__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.md,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,TEMPLATE__DOCUMENT_MAP__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
151,duplicate_format,TEMPLATE__SECTION_CARD__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__SECTION_CARD__v1.0.txt,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,TEMPLATE__SECTION_CARD__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__SECTION_CARD__v1.0.md,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
152,duplicate_format,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.txt,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
153,duplicate_format,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
154,duplicate_format,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.txt,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
155,duplicate_format,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.txt,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
156,duplicate_format,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
157,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
158,duplicate_format,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.txt,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
159,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.md,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
160,duplicate_format,LOG__DRIFT_LOG__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.md,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
161,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.md,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
162,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.md,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
163,duplicate_format,README__ORION_INTEGRATED_DOCS__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/README__ORION_INTEGRATED_DOCS__v1.1.txt,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,README__ORION_INTEGRATED_DOCS__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/README__ORION_INTEGRATED_DOCS__v1.1.md,1258,05358ae5b71a55ed635ad07659aa222aff1348bb63084d076abf2734ffff7916,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,3
164,duplicate_format,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
165,duplicate_format,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.txt,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CANON_PROMOTION_PROPOSAL__v1.0.md,702,7a380e4be02d5dafb8310bdf71d04d16f76db318c64ba1421bbe3a4e8607e5da,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
166,duplicate_format,TEMPLATE__CATEGORY_INDEX__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,TEMPLATE__CATEGORY_INDEX__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
167,duplicate_format,TEMPLATE__CATEGORY_INDEX__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__CATEGORY_INDEX__v1.0.txt,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,TEMPLATE__CATEGORY_INDEX__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__CATEGORY_INDEX__v1.0.md,533,9e2dd95665269a67e395843f6183c9660fa6911d7451a2edb90d89a1e6a3e430,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
168,duplicate_format,TEMPLATE__DOCUMENT_MAP__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__DOCUMENT_MAP__v1.0.md,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,TEMPLATE__DOCUMENT_MAP__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
169,duplicate_format,TEMPLATE__DOCUMENT_MAP__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,TEMPLATE__DOCUMENT_MAP__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__DOCUMENT_MAP__v1.0.txt,578,9658cf576f27c30493bd9646c71f381b5c778fdd2092affa94e5a155d83787d6,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
170,duplicate_format,TEMPLATE__SECTION_CARD__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__SECTION_CARD__v1.0.md,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,TEMPLATE__SECTION_CARD__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__SECTION_CARD__v1.0.md,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
171,duplicate_format,TEMPLATE__SECTION_CARD__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/TEMPLATE__SECTION_CARD__v1.0.txt,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,TEMPLATE__SECTION_CARD__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Doc_Kit_v1/ORION_Perplexity_Doc_Kit_v1/TEMPLATE__SECTION_CARD__v1.0.md,512,f5e40acb646920970e7cec94501f17e993e86bc91f96ccab923b6213c9570b08,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
172,duplicate_format,CATEGORY_INDEX__AD-100_GOVERNANCE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-100_GOVERNANCE__v1.0.txt,1191,4b4187ff8a1cb262306eb78f192906ed5634f30bbf56bb27f1e9317fd7887b98,CATEGORY_INDEX__AD-100_GOVERNANCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-100_GOVERNANCE__v1.0.md,1191,4b4187ff8a1cb262306eb78f192906ed5634f30bbf56bb27f1e9317fd7887b98,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
173,duplicate_format,CATEGORY_INDEX__AD-200_L1_OPS__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-200_L1_OPS__v1.0.txt,1274,81b60dab1bfaa1ac99fcb66890406f10df574edfd5ef0c0eb90ab60c1a5fd633,CATEGORY_INDEX__AD-200_L1_OPS__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-200_L1_OPS__v1.0.md,1274,81b60dab1bfaa1ac99fcb66890406f10df574edfd5ef0c0eb90ab60c1a5fd633,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
174,duplicate_format,CATEGORY_INDEX__AD-300_L2_SIM__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-300_L2_SIM__v1.0.md,959,098adefe5be2e0b85498a3a503f15b046bf59cf855b8969f063cfd7384716d8b,CATEGORY_INDEX__AD-300_L2_SIM__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-300_L2_SIM__v1.0.txt,959,098adefe5be2e0b85498a3a503f15b046bf59cf855b8969f063cfd7384716d8b,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
175,duplicate_format,CATEGORY_INDEX__AD-400_L3_ETHICS__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-400_L3_ETHICS__v1.0.md,757,2c9dc90a2b69493f0f99123a954b859d2ad82c1b1d3dd97570163acf6be66637,CATEGORY_INDEX__AD-400_L3_ETHICS__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-400_L3_ETHICS__v1.0.txt,757,2c9dc90a2b69493f0f99123a954b859d2ad82c1b1d3dd97570163acf6be66637,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
176,duplicate_format,CATEGORY_INDEX__AD-500_ENTITIES__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-500_ENTITIES__v1.0.md,830,498633bc0cadff158c571f25f1cd6adcf7998a9fb6a6091d8431ff7c91201f5a,CATEGORY_INDEX__AD-500_ENTITIES__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-500_ENTITIES__v1.0.txt,830,498633bc0cadff158c571f25f1cd6adcf7998a9fb6a6091d8431ff7c91201f5a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
177,duplicate_format,CATEGORY_INDEX__AD-600_TOOLING__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-600_TOOLING__v1.0.md,827,62c5cdc7c44931f375e12ebb1fc495efbe61e69798c0154494f83adeadbdeca4,CATEGORY_INDEX__AD-600_TOOLING__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-600_TOOLING__v1.0.txt,827,62c5cdc7c44931f375e12ebb1fc495efbe61e69798c0154494f83adeadbdeca4,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
178,duplicate_format,CATEGORY_INDEX__AD-900_LOGS__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-900_LOGS__v1.0.txt,967,4a4b52ea9ad80216da8b6c6a6a5c4a8bebca1f6b36bfd3efafa2add648875ec4,CATEGORY_INDEX__AD-900_LOGS__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/CATEGORY_INDEX__AD-900_LOGS__v1.0.md,967,4a4b52ea9ad80216da8b6c6a6a5c4a8bebca1f6b36bfd3efafa2add648875ec4,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
179,duplicate_format,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
180,duplicate_format,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.txt,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
181,duplicate_format,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
182,duplicate_format,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
183,duplicate_format,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_FullFileSet_v1_0/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
